Date,AMD,META,MSFT,NVDA,PLTR
2020-09-16,76.66000366210938,262.0821838378906,196.60716247558594,12.47641372680664,
2020-09-17,76.55000305175781,253.42967224121094,194.5552520751953,12.42557144165039,
2020-09-18,74.93000030517578,251.15216064453125,192.1390380859375,12.152154922485352,
2020-09-21,77.94000244140625,246.7960662841797,194.20050048828125,12.479156494140625,
2020-09-22,77.69999694824219,253.3600616455078,198.8795928955078,12.599288940429688,
2020-09-23,74.7300033569336,247.6613311767578,192.33078002929688,12.086852073669434,
2020-09-24,75.81999969482422,248.1685333251953,194.82373046875,12.310420036315918,
2020-09-25,78.05999755859375,253.42967224121094,199.26312255859375,12.834569931030273,
2020-09-28,79.4800033569336,255.41876220703125,200.81640625,12.995329856872559,
2020-09-29,81.7699966430664,260.3616638183594,198.72613525390625,13.185502052307129,
2020-09-30,81.98999786376953,260.47100830078125,201.66976928710938,13.4893217086792,9.5
2020-10-01,84.86000061035156,265.1752624511719,203.71205139160156,13.573067665100098,9.460000038146973
2020-10-02,81.80000305175781,258.521728515625,197.70022583007812,13.022499084472656,9.199999809265137
2020-10-05,86.1500015258789,263.2060546875,201.71768188476562,13.600980758666992,9.029999732971191
2020-10-06,84.4800033569336,257.2487487792969,197.43173217773438,13.694694519042969,9.899999618530273
2020-10-07,86.69000244140625,256.7116394042969,201.19039916992188,13.921503067016602,10.0
2020-10-08,86.51000213623047,262.3208923339844,201.90943908691406,13.796634674072266,10.0
2020-10-09,83.0999984741211,263.0071105957031,206.92410278320312,13.720865249633789,9.949999809265137
2020-10-12,84.29000091552734,274.24542236328125,212.28396606445312,14.182705879211426,9.890000343322754
2020-10-13,85.27999877929688,274.63336181640625,213.68382263183594,14.204885482788086,9.470000267028809
2020-10-14,84.20999908447266,270.3369445800781,211.76620483398438,14.052351951599121,9.34000015258789
2020-10-15,83.12999725341797,265.2647399902344,210.6156005859375,13.927484512329102,9.90999984741211
2020-10-16,83.16999816894531,264.47900390625,210.6156005859375,13.769465446472168,9.710000038146973
2020-10-19,82.0,259.9737548828125,205.39956665039062,13.456673622131348,9.569999694824219
2020-10-20,81.55999755859375,266.10009765625,205.81187438964844,13.603973388671875,9.270000457763672
2020-10-21,79.19999694824219,277.209228515625,205.9556884765625,13.483591079711914,9.199999809265137
2020-10-22,79.41999816894531,276.6025390625,206.04200744628906,13.32033920288086,9.680000305175781
2020-10-23,81.95999908447266,283.2361755371094,207.3268280029297,13.54888916015625,9.489999771118164
