Date,148070.KS,294400.KS,BIL,BWX,EMB,HYG,IEF,LQD,META,NVDA,SHY,SPY,TIP,TLT,VEA
2020-12-09,113928.65625,43315.0,79.53445434570312,28.772275924682617,90.93492126464844,67.22986602783203,106.34741973876953,114.95884704589844,276.4036560058594,12.8952054977417,77.28865051269531,342.9481201171875,105.45320892333984,135.91885375976562,40.15296936035156
2020-12-10,114019.5703125,43070.0,79.53445434570312,28.855998992919922,91.38844299316406,67.35405731201172,106.58739471435547,115.5317153930664,275.6080017089844,12.936592102050781,77.30660247802734,342.8358459472656,105.69489288330078,137.12364196777344,40.23918151855469
2020-12-11,114005.9375,43415.0,79.54315948486328,28.874603271484375,91.43621826171875,67.28422546386719,106.80076599121094,115.64962768554688,272.0574951171875,12.9774808883667,77.35132598876953,342.4338684082031,105.68653869628906,137.60897827148438,40.10123062133789
2020-12-14,113960.46875,43255.0,79.53445434570312,28.846691131591797,91.43621826171875,67.29975891113281,106.73855590820312,115.56539916992188,272.6940002441406,13.27216911315918,77.34236907958984,340.90069580078125,105.68653869628906,137.22763061523438,40.10985565185547
2020-12-15,113919.5625,43250.0,79.53445434570312,28.92111587524414,91.7464599609375,67.50930786132812,106.63188171386719,115.79285430908203,274.04656982421875,13.323775291442871,77.34236907958984,345.50958251953125,105.87818908691406,136.7682342529297,40.549583435058594
2020-12-16,113783.171875,43435.0,79.54315948486328,28.902507781982422,91.81011962890625,67.40839385986328,106.54299926757812,115.70016479492188,274.16595458984375,13.206099510192871,77.34236907958984,346.0516662597656,105.86988067626953,136.4042510986328,40.68754196166992
2020-12-17,113296.7265625,43385.0,79.54315948486328,29.088550567626953,92.10953521728516,67.50896453857422,106.46562194824219,115.8689956665039,272.9823913574219,13.304577827453613,77.34413146972656,347.9868469238281,105.93070220947266,136.04335021972656,40.95481872558594
2020-12-18,113583.1328125,43335.0,79.54315948486328,29.01687240600586,91.98978424072266,67.56352996826172,106.37666320800781,115.78461456298828,274.8919372558594,13.235516548156738,77.33523559570312,346.5973815917969,105.88068389892578,135.63551330566406,40.71340560913086
2020-12-21,113887.7421875,43375.0,79.54315948486328,29.007566452026367,91.72631072998047,67.32186889648438,106.44783020019531,115.55670928955078,271.3016662597656,13.295598983764648,77.33523559570312,345.3580627441406,105.86404418945312,136.1734619140625,40.2567253112793
2020-12-22,114055.9453125,42685.0,79.54315948486328,28.867929458618164,91.83808135986328,67.40767669677734,106.62571716308594,115.87747955322266,265.63275146484375,13.241750717163086,77.33523559570312,344.77606201171875,105.96402740478516,136.87623596191406,40.126251220703125
2020-12-23,114165.0546875,43265.0,79.53445434570312,28.84930419921875,91.97380828857422,67.71161651611328,106.4033203125,115.90280151367188,266.64715576171875,12.973490715026855,77.35311126708984,345.0859069824219,106.01405334472656,135.93052673339844,40.578582763671875
2020-12-24,113837.7265625,44145.0,79.54315948486328,28.905162811279297,92.20533752441406,67.85193634033203,106.55453491210938,116.29959869384766,265.9410095214844,12.95803451538086,77.33523559570312,346.42840576171875,106.05570983886719,136.46849060058594,40.68296432495117
2020-12-28,113819.546875,44360.0,79.54315948486328,28.895858764648438,92.22930145263672,67.93766021728516,106.56343841552734,116.37554931640625,275.4886779785156,12.864542007446289,77.34413146972656,349.4045104980469,106.1307144165039,136.5291748046875,40.935218811035156
2020-12-29,113722.28125,45080.0,79.54315948486328,28.98894500732422,92.36499786376953,67.85193634033203,106.54564666748047,116.4261703491211,275.2698974609375,12.907670974731445,77.34413146972656,348.7379455566406,106.08072662353516,136.35565185546875,41.25706100463867
2020-12-30,113458.3046875,46075.0,79.53445434570312,29.13789176940918,92.48475646972656,67.99223327636719,106.6167984008789,116.578125,270.38665771484375,13.109614372253418,77.35311126708984,349.2354736328125,106.16405487060547,136.6506805419922,41.34403991699219
2020-12-31,,,79.54315948486328,29.072729110717773,92.54068756103516,68.0467758178711,106.6879653930664,116.60343933105469,271.6695861816406,13.01911449432373,77.34413146972656,351.0098571777344,106.38909912109375,136.85023498535156,41.065696716308594
2021-01-04,113541.6640625,47320.0,79.54315948486328,29.230979919433594,92.02971649169922,67.906494140625,106.71464538574219,116.01254272460938,267.4726257324219,13.077452659606934,77.35311126708984,346.2312316894531,106.50578308105469,136.68533325195312,41.300559997558594
2021-01-05,113828.8125,48055.0,79.53445434570312,29.277536392211914,92.09353637695312,67.92990112304688,106.46562194824219,115.64112091064453,269.49151611328125,13.367903709411621,77.35311126708984,348.6158142089844,106.4724349975586,135.670166015625,41.77027130126953
2021-01-06,113439.7734375,47600.0,79.54315948486328,29.268226623535156,91.43090057373047,67.8051528930664,105.84303283691406,114.70410919189453,261.8733215332031,12.579826354980469,77.30835723876953,350.7000732421875,106.15572357177734,132.88514709472656,42.222599029541016
2021-01-07,113384.203125,48675.0,79.54315948486328,29.035490036010742,91.39897155761719,68.00001525878906,105.46942138671875,114.68722534179688,267.2737121582031,13.307318687438965,77.32624816894531,355.91058349609375,106.08905029296875,131.7138671875,42.34437942504883
2021-01-08,113310.09375,50870.0,79.53445434570312,28.961017608642578,91.44686889648438,68.101318359375,105.16702270507812,114.602783203125,266.1101379394531,13.240253448486328,77.31730651855469,357.9384460449219,105.67230224609375,131.28868103027344,42.7445068359375
2021-01-11,113731.5546875,51030.0,79.54315948486328,28.84000015258789,90.72834777832031,67.7349853515625,104.96246337890625,114.11317443847656,255.4386444091797,13.58405590057373,77.30835723876953,355.52569580078125,105.44729614257812,131.0718536376953,42.18779754638672
2021-01-12,113560.1875,50560.0,79.53445434570312,28.905162811279297,90.29718780517578,67.82075500488281,104.94464874267578,114.3580093383789,249.7200164794922,13.447680473327637,77.30835723876953,355.6007995605469,105.58897399902344,130.96771240234375,42.38787078857422
2021-01-13,113541.6640625,50895.0,79.53445434570312,28.94239616394043,90.7203369140625,68.0234146118164,105.309326171875,115.24436950683594,250.26699829101562,13.494553565979004,77.29938507080078,356.55841064453125,105.8223648071289,132.44265747070312,42.309574127197266
2021-01-14,113439.7734375,50840.0,79.54315948486328,28.961017608642578,90.45687103271484,68.00780487060547,105.06917572021484,114.74627685546875,244.2997589111328,13.163965225219727,77.30835723876953,355.3096923828125,105.8723373413086,131.2019500732422,42.63142776489258
