Date,148070.KS,AMD,BIL,BWX,EMB,HYG,IEF,LQD,META,MSFT,NVDA,SHY,TIP,TLT
2020-09-30,,81.98999786376953,79.54052734375,27.537776947021484,87.31827545166016,64.31652069091797,108.07462310791016,112.77205657958984,260.4710388183594,201.66976928710938,13.489324569702148,77.33160400390625,104.6869888305664,141.0586700439453
2020-10-01,,84.86000061035156,79.54052734375,27.61393165588379,87.4810562133789,64.5374526977539,108.1358871459961,113.08583068847656,265.17523193359375,203.71206665039062,13.573066711425781,77.3137435913086,104.66791534423828,141.29129028320312
2020-10-02,,81.80000305175781,79.54052734375,27.660383224487305,87.17291259765625,64.5374526977539,108.02935791015625,113.10259246826172,258.521728515625,197.70021057128906,13.022499084472656,77.32270050048828,104.68455505371094,140.763671875
2020-10-05,115401.6328125,86.1500015258789,79.54052734375,27.678953170776367,87.51262664794922,65.02249908447266,107.34580993652344,112.72508239746094,263.2060546875,201.7176971435547,13.600981712341309,77.29585266113281,104.3689956665039,138.01329040527344
2020-10-06,115006.109375,84.4800033569336,79.54922485351562,27.688247680664062,87.57585144042969,64.8761978149414,107.59435272216797,112.6327896118164,257.24871826171875,197.43173217773438,13.694695472717285,77.29585266113281,104.38560485839844,138.757080078125
2020-10-07,114878.8125,86.69000244140625,79.54052734375,27.576786041259766,87.76544189453125,65.107177734375,107.28365325927734,112.66635131835938,256.711669921875,201.19029235839844,13.921503067016602,77.28687286376953,104.3773193359375,137.74517822265625
2020-10-08,114746.9765625,86.51000213623047,79.54052734375,27.743967056274414,88.61869812011719,65.25342559814453,107.47893524169922,112.94326782226562,262.3209228515625,201.90943908691406,13.79663372039795,77.28687286376953,104.79244232177734,138.4889678955078
2020-10-09,,83.0999984741211,79.54052734375,27.87401580810547,88.83198547363281,65.39973449707031,107.42568969726562,113.20326232910156,263.0071716308594,206.92408752441406,13.720864295959473,77.28687286376953,104.82566833496094,138.46298217773438
2020-10-12,114710.6015625,84.29000091552734,79.54922485351562,27.855430603027344,89.06112670898438,65.73075866699219,107.54106903076172,113.85771942138672,274.2454833984375,212.28392028808594,14.182705879211426,77.3047866821289,104.89212799072266,138.90411376953125
2020-10-13,114851.5390625,85.27999877929688,79.54052734375,27.808992385864258,88.83992767333984,65.43819427490234,107.78079223632812,113.7486343383789,274.63336181640625,213.683837890625,14.204891204833984,77.29585266113281,104.89212799072266,139.8987579345703
2020-10-14,115065.2109375,84.20999908447266,79.54052734375,27.92974281311035,88.80831146240234,65.27656555175781,107.81627655029297,113.85771942138672,270.3369140625,211.7661895751953,14.052353858947754,77.29585266113281,104.89212799072266,140.2187957763672
2020-10-15,115447.09375,83.12999725341797,79.54052734375,27.799697875976562,88.45276641845703,65.23035430908203,107.70092010498047,113.74021911621094,265.26470947265625,210.61557006835938,13.927486419677734,77.3137435913086,104.8589096069336,139.97662353515625
2020-10-16,115397.09375,83.16999816894531,79.54922485351562,27.846139907836914,88.58708953857422,65.15338134765625,107.63873291015625,113.54727172851562,264.4790344238281,210.61557006835938,13.769468307495117,77.3047866821289,104.90039825439453,139.58740234375
2020-10-19,115774.4296875,82.0,79.54922485351562,27.883296966552734,88.07356262207031,64.92243194580078,107.46124267578125,113.32914733886719,259.9737243652344,205.3995361328125,13.456672668457031,77.3047866821289,104.65131378173828,139.05984497070312
2020-10-20,115633.484375,81.55999755859375,79.54052734375,27.95760726928711,88.12094116210938,65.15338134765625,107.23040771484375,113.0942153930664,266.1001281738281,205.8118896484375,13.603972434997559,77.29585266113281,104.55998229980469,137.7365264892578
2020-10-21,115087.9375,79.19999694824219,79.54052734375,28.106216430664062,87.67063903808594,65.14566040039062,107.08833312988281,112.90962219238281,277.209228515625,205.9556884765625,13.483588218688965,77.29585266113281,104.52677154541016,137.26083374023438
2020-10-22,115233.4296875,79.41999816894531,79.54922485351562,27.966890335083008,87.25981903076172,65.26115417480469,106.71549987792969,112.657958984375,276.6025085449219,206.04197692871094,13.320335388183594,77.26904296875,104.3689956665039,135.83375549316406
2020-10-23,115351.6328125,81.95999908447266,79.54922485351562,28.059772491455078,87.67063903808594,65.33815002441406,106.86639404296875,112.94326782226562,283.2361755371094,207.32681274414062,13.548891067504883,77.2779769897461,104.49356079101562,136.66407775878906
2020-10-26,115469.8203125,82.2300033569336,79.54922485351562,27.985464096069336,87.3546371459961,64.7607192993164,107.15048217773438,113.1781005859375,275.59808349609375,201.43002319335938,13.101255416870117,77.28687286376953,104.57659912109375,137.93544006347656
2020-10-27,115306.1640625,78.87999725341797,79.54052734375,28.08763885498047,87.87604522705078,64.79151916503906,107.39018249511719,113.6395492553711,281.7443542480469,204.46954345703125,13.35598087310791,77.28687286376953,104.7841567993164,138.86094665527344
2020-10-28,115274.34375,76.4000015258789,79.54052734375,27.95760726928711,87.12549591064453,64.25262451171875,107.38127899169922,113.07746124267578,266.20953369140625,194.33474731445312,12.588571548461914,77.28687286376953,104.65131378173828,138.99066162109375
2020-10-29,115087.9375,78.0199966430664,79.54922485351562,27.808992385864258,87.15711975097656,64.4374008178711,106.92855072021484,112.7838134765625,279.2977600097656,196.2907257080078,12.984363555908203,77.3047866821289,104.29428100585938,137.641357421875
2020-10-30,114878.8125,75.29000091552734,79.54922485351562,27.81828498840332,86.92008209228516,64.57599639892578,106.58232116699219,112.19654083251953,261.6744079589844,194.13339233398438,12.495854377746582,77.29585266113281,103.97877502441406,136.28346252441406
2020-11-02,114328.71875,74.69999694824219,79.54922485351562,27.709524154663086,87.05965423583984,64.72982025146484,106.76532745361328,112.63623046875,259.9339904785156,193.9991455078125,12.542461395263672,77.29493713378906,104.36001586914062,137.3043212890625
2020-11-03,114319.625,76.58000183105469,79.54922485351562,27.85824966430664,87.76534271240234,65.2865219116211,106.52548217773438,112.74553680419922,263.85247802734375,197.93031311035156,12.979878425598145,77.27702331542969,104.27677917480469,136.50770568847656
2020-11-04,114656.0546875,81.3499984741211,79.54052734375,28.053457260131836,89.46208953857422,65.89732360839844,107.42265319824219,114.43546295166016,285.81201171875,207.480224609375,13.75226879119873,77.29493713378906,104.45160675048828,139.46890258789062
2020-11-05,115028.84375,83.0,79.54922485351562,28.313720703125,89.80306243896484,66.1292495727539,107.40489959716797,114.86422729492188,293.0721740722656,214.09608459472656,14.116905212402344,77.27702331542969,104.5348129272461,139.71131896972656
2020-11-06,114751.515625,85.87999725341797,79.54052734375,28.3787899017334,89.4066390991211,65.89732360839844,107.04069519042969,114.50273132324219,291.80914306640625,214.50840759277344,14.517683982849121,77.28599548339844,104.06037139892578,138.02288818359375
2020-11-09,114656.0546875,83.12000274658203,79.54922485351562,28.025569915771484,89.83479309082031,66.39985656738281,106.2501220703125,113.63675689697266,277.2489929199219,209.3979034423828,13.58926773071289,77.25914001464844,103.76067352294922,135.12237548828125
2020-11-10,114110.5,77.98999786376953,79.54052734375,28.01627540588379,89.73963928222656,66.30708312988281,105.94808197021484,113.34243774414062,270.9435729980469,202.3217315673828,12.731138229370117,77.25020599365234,103.86058807373047,134.34323120117188
2020-11-11,113833.1875,81.27999877929688,79.54052734375,27.969799041748047,90.0805892944336,66.2839126586914,106.11685943603516,113.55266571044922,274.97149658203125,207.63360595703125,13.377164840698242,77.23229217529297,104.04371643066406,134.82798767089844
2020-11-12,113928.65625,81.83999633789062,79.54052734375,28.025569915771484,89.9061508178711,65.83546447753906,106.7209243774414,114.00668334960938,273.5791015625,206.56935119628906,13.415799140930176,77.24125671386719,104.33504486083984,137.12246704101562
2020-11-13,114110.5,81.43000030517578,79.54922485351562,28.10921859741211,90.25499725341797,66.0596694946289,106.57876586914062,114.14119720458984,275.43896484375,207.59527587890625,13.256535530090332,77.24125671386719,104.32672119140625,136.940673828125
2020-11-16,114124.140625,83.7300033569336,79.54922485351562,28.239360809326172,90.45326232910156,66.4307632446289,106.49884796142578,114.51113891601562,277.4379577636719,208.28562927246094,13.474120140075684,77.25914001464844,104.18521881103516,136.6116485595703
2020-11-17,114155.9609375,83.36000061035156,79.54922485351562,28.341604232788086,90.2946548461914,66.45401000976562,106.77422332763672,114.88106536865234,273.4995422363281,205.6296844482422,13.381401062011719,77.25020599365234,104.36001586914062,137.50343322753906
2020-11-18,114401.46875,82.54000091552734,79.54922485351562,28.313720703125,90.21534729003906,66.33025360107422,106.7386703491211,115.12489318847656,270.4861145019531,202.91876220703125,13.387880325317383,77.25020599365234,104.39332580566406,137.9017333984375
2020-11-19,114383.28125,85.54000091552734,79.54922485351562,28.332313537597656,90.42153930664062,66.55450439453125,106.85415649414062,115.76384735107422,271.4508361816406,204.20692443847656,13.399345397949219,77.26809692382812,104.50153350830078,138.6116943359375
2020-11-20,114365.0859375,84.63999938964844,79.54922485351562,28.38808822631836,90.48497009277344,66.4307632446289,107.04069519042969,115.66297912597656,268.2284851074219,202.2554168701172,13.047922134399414,77.27702331542969,104.73460388183594,139.8411407470703
2020-11-23,114615.140625,85.30999755859375,79.54922485351562,28.295135498046875,90.41358947753906,66.53128051757812,106.82752227783203,115.80587768554688,266.9653625488281,201.9862518310547,13.100011825561523,77.27702331542969,104.6513442993164,139.20046997070312
2020-11-24,114392.375,85.06999969482422,79.54922485351562,28.3787899017334,90.54048156738281,66.7323226928711,106.65870666503906,115.54524993896484,275.4090881347656,205.59124755859375,12.918314933776855,77.28599548339844,104.68466186523438,137.81512451171875
2020-11-25,114165.046875,86.70999908447266,79.54052734375,28.462451934814453,90.46914672851562,66.7013931274414,106.69427490234375,115.61251068115234,274.08636474609375,205.60086059570312,13.19447135925293,77.29493713378906,104.85948944091797,137.39089965820312
2020-11-26,113946.8359375,,,,,,,,,,,,,
2020-11-27,114019.578125,87.19000244140625,79.54922485351562,28.50892448425293,90.7624740600586,66.80966186523438,107.0140609741211,116.02450561523438,276.2942199707031,206.9082489013672,13.220890998840332,77.29493713378906,105.11751556396484,138.7242889404297
2020-11-30,113905.921875,92.66000366210938,79.54052734375,28.38808822631836,90.5880126953125,66.7400894165039,106.9429931640625,116.42809295654297,275.4588317871094,205.7931365966797,13.36071491241455,77.31282806396484,105.23406219482422,138.55108642578125
2020-12-01,114019.578125,92.62999725341797,79.53446960449219,28.446693420410156,90.81558227539062,66.91161346435547,106.3741226196289,115.98661804199219,284.9865417480469,207.8503875732422,13.349252700805664,77.2707748413086,104.9948959350586,136.5082244873047
2020-12-02,113764.9921875,93.73999786376953,79.54315185546875,28.511798858642578,90.8633041381836,67.0979232788086,106.1963119506836,115.59907531738281,285.9512634277344,207.04283142089844,13.503277778625488,77.28865814208984,105.06987762451172,135.42486572265625
2020-12-03,113746.8046875,92.30999755859375,79.54315185546875,28.772281646728516,91.24523162841797,67.13670349121094,106.48078918457031,116.05403137207031,280.31219482421875,205.95652770996094,13.359175682067871,77.3065414428711,105.36156463623047,136.51690673828125
2020-12-04,113928.65625,94.04000091552734,79.55184936523438,28.73505210876465,91.3248062133789,67.41617584228516,106.06300354003906,115.41378784179688,278.1739196777344,206.0719451904297,13.520980834960938,77.29761505126953,105.13655090332031,134.51486206054688
2020-12-07,114019.578125,94.06999969482422,79.53446960449219,28.68855094909668,91.30887603759766,67.38512420654297,106.39189147949219,115.514892578125,284.0218200683594,206.00460815429688,13.569347381591797,77.31554412841797,105.41155242919922,135.72817993164062
2020-12-08,114142.3203125,92.91999816894531,79.53446960449219,28.76297378540039,91.1576919555664,67.33079528808594,106.49853515625,115.38008117675781,281.85369873046875,207.65811157226562,13.313304901123047,77.29761505126953,105.5865249633789,136.3695526123047
2020-12-09,113928.65625,89.83000183105469,79.53446960449219,28.772281646728516,90.93492889404297,67.22986602783203,106.34740447998047,114.95886993408203,276.4035949707031,203.61087036132812,12.895204544067383,77.28865814208984,105.4532241821289,135.9188690185547
2020-12-10,114019.578125,91.66000366210938,79.53446960449219,28.856006622314453,91.38845825195312,67.35404205322266,106.5874252319336,115.53170776367188,275.60797119140625,202.38035583496094,12.936592102050781,77.3065414428711,105.69486236572266,137.12362670898438
2020-12-11,114005.9375,91.6500015258789,79.54315185546875,28.874591827392578,91.43618774414062,67.28421020507812,106.80076599121094,115.64962005615234,272.0574951171875,205.01441955566406,12.97747802734375,77.351318359375,105.68653869628906,137.60897827148438
2020-12-14,113960.4765625,94.77999877929688,79.53446960449219,28.84669303894043,91.43618774414062,67.29973602294922,106.7385482788086,115.56538391113281,272.6940002441406,205.91807556152344,13.27216911315918,77.3423843383789,105.68653869628906,137.2276153564453
2020-12-15,113919.5703125,97.12000274658203,79.53446960449219,28.92110824584961,91.74649047851562,67.50935363769531,106.63189697265625,115.79285430908203,274.0465393066406,205.85079956054688,13.323775291442871,77.3423843383789,105.87818145751953,136.768310546875
2020-12-16,113783.171875,96.8499984741211,79.54315185546875,28.902511596679688,91.81015014648438,67.40838623046875,106.54300689697266,115.7001724243164,274.1658935546875,210.8016815185547,13.206098556518555,77.3423843383789,105.86986541748047,136.40420532226562
2020-12-17,113296.734375,96.83999633789062,79.54315185546875,29.088552474975586,92.10954284667969,67.50894927978516,106.46562194824219,115.86898040771484,272.9824523925781,210.93630981445312,13.304577827453613,77.34418487548828,105.93070220947266,136.04331970214844
2020-12-18,113583.140625,95.91999816894531,79.54315185546875,29.016876220703125,91.98978424072266,67.56351470947266,106.37666320800781,115.78463745117188,274.8919677734375,210.13839721679688,13.235517501831055,77.3351821899414,105.88069915771484,135.63551330566406
2020-12-21,113887.734375,93.2300033569336,79.54315185546875,29.00756072998047,91.726318359375,67.32188415527344,106.44779205322266,115.55670928955078,271.3016662597656,213.98370361328125,13.295604705810547,77.3351821899414,105.86402130126953,136.17349243164062
2020-12-22,114055.953125,93.16000366210938,79.54315185546875,28.867929458618164,91.8381118774414,67.40762329101562,106.6257095336914,115.87745666503906,265.6327209472656,215.281494140625,13.241748809814453,77.3351821899414,105.96402740478516,136.87625122070312
2020-12-23,114165.046875,91.55000305175781,79.53446960449219,28.84931182861328,91.97380065917969,67.71165466308594,106.40335845947266,115.90275573730469,266.6471252441406,212.4744415283203,12.973490715026855,77.35313415527344,106.01405334472656,135.93052673339844
2020-12-24,113837.734375,91.80999755859375,79.54315185546875,28.905166625976562,92.20536804199219,67.85193634033203,106.55455017089844,116.29955291748047,265.9410095214844,214.13754272460938,12.958032608032227,77.3351821899414,106.05574035644531,136.4684295654297
2020-12-28,113819.5390625,91.5999984741211,79.54315185546875,28.89585304260254,92.22931671142578,67.93769073486328,106.56344604492188,116.3755111694336,275.4886474609375,216.2620849609375,12.864541053771973,77.34418487548828,106.1307373046875,136.5291748046875
2020-12-29,113722.2890625,90.62000274658203,79.54315185546875,28.988937377929688,92.3650131225586,67.85193634033203,106.54566955566406,116.4261703491211,275.2698669433594,215.48336791992188,12.907671928405762,77.34418487548828,106.08071899414062,136.3556365966797
2020-12-30,113458.3046875,92.29000091552734,79.53446960449219,29.13788414001465,92.48475646972656,67.99223327636719,106.61679077148438,116.57813262939453,270.3866271972656,213.10890197753906,13.109615325927734,77.35313415527344,106.16407012939453,136.650634765625
2020-12-31,,91.70999908447266,79.54315185546875,29.072729110717773,92.54066467285156,68.04678344726562,106.68798065185547,116.60350799560547,271.66961669921875,213.82028198242188,13.019116401672363,77.34418487548828,106.38910675048828,136.85023498535156
2021-01-04,113541.6640625,92.30000305175781,79.54315185546875,29.23098373413086,92.02970123291016,67.90647888183594,106.71463775634766,116.01250457763672,267.47259521484375,209.27316284179688,13.0774564743042,77.35313415527344,106.50576782226562,136.6853485107422
2021-01-05,113828.8125,92.7699966430664,79.53446960449219,29.27752113342285,92.09358215332031,67.92985534667969,106.46562194824219,115.64108276367188,269.4915771484375,209.4750213623047,13.367904663085938,77.35313415527344,106.4724349975586,135.6702117919922
2021-01-06,113439.78125,90.33000183105469,79.54315185546875,29.268218994140625,91.43092346191406,67.8051528930664,105.84300994873047,114.70405578613281,261.87335205078125,204.0435028076172,12.579827308654785,77.30833435058594,106.15572357177734,132.88514709472656
2021-01-07,113384.203125,95.16000366210938,79.54315185546875,29.035499572753906,91.39900970458984,68.0000228881836,105.46941375732422,114.68720245361328,267.2737121582031,209.84999084472656,13.307319641113281,77.32625579833984,106.08904266357422,131.71388244628906
2021-01-08,113310.1015625,94.58000183105469,79.53446960449219,28.961013793945312,91.44688415527344,68.10135650634766,105.16702270507812,114.602783203125,266.110107421875,211.12855529785156,13.240255355834961,77.31729125976562,105.6723403930664,131.28875732421875
2021-01-11,113731.5546875,97.25,79.54315185546875,28.840002059936523,90.72832489013672,67.7350082397461,104.96245574951172,114.11319732666016,255.43861389160156,209.0809326171875,13.584057807922363,77.30833435058594,105.44728088378906,131.07186889648438
2021-01-12,113560.1875,95.36000061035156,79.53446960449219,28.905166625976562,90.29721069335938,67.82073974609375,104.94469451904297,114.35797119140625,249.72000122070312,206.619873046875,13.44768238067627,77.30833435058594,105.58900451660156,130.96775817871094
2021-01-13,113541.6640625,91.77999877929688,79.53446960449219,28.94239616394043,90.72035217285156,68.0234146118164,105.30936431884766,115.24440002441406,250.2670135498047,207.97535705566406,13.49455451965332,77.29940795898438,105.8223648071289,132.44268798828125
2021-01-14,113439.78125,90.79000091552734,79.54315185546875,28.961013793945312,90.4569091796875,68.00778198242188,105.0691909790039,114.74626922607422,244.2997589111328,204.7837371826172,13.163962364196777,77.30833435058594,105.87237548828125,131.20199584960938
2021-01-15,113560.1875,88.20999908447266,79.54315185546875,28.840002059936523,90.5606689453125,67.8987045288086,105.35379791259766,114.92359924316406,249.98855590820312,204.42800903320312,12.824151992797852,77.31729125976562,105.98902893066406,131.7225799560547
2021-01-18,113731.5546875,,,,,,,,,,,,,
2021-01-19,113675.9765625,89.44999694824219,79.54315185546875,28.812076568603516,90.68840789794922,68.09357452392578,105.41607666015625,115.12615966796875,259.6754150390625,208.07147216796875,12.989447593688965,77.34418487548828,106.23907470703125,132.14772033691406
2021-01-20,113838.0703125,88.75,79.54315185546875,28.905166625976562,90.79220581054688,68.2182388305664,105.46055603027344,115.09236907958984,266.0205993652344,215.66603088378906,13.329010963439941,77.3351821899414,106.39744567871094,132.27783203125
2021-01-21,113847.328125,91.52999877929688,79.54315185546875,28.89585304260254,90.85607147216797,68.17929077148438,105.30936431884766,114.6365737915039,271.3811340332031,216.27169799804688,13.829380989074707,77.34418487548828,106.65580749511719,131.3494415283203
2021-01-22,113398.0859375,92.79000091552734,79.53446960449219,28.812076568603516,90.89600372314453,68.04678344726562,105.46941375732422,114.55211639404297,273.0022888183594,217.2137908935547,13.67480754852295,77.34418487548828,106.48907470703125,131.77464294433594
2021-01-25,113277.6796875,94.12999725341797,79.54315185546875,28.821388244628906,91.25526428222656,68.06237030029297,105.89636993408203,115.04175567626953,276.4931335449219,220.65538024902344,13.61571979522705,77.35313415527344,106.76416778564453,133.32762145996094
2021-01-26,113370.3046875,94.70999908447266,79.53446960449219,28.877233505249023,91.13553619384766,67.96101379394531,105.86080169677734,115.03331756591797,280.5111083984375,223.34710693359375,13.398320198059082,77.34418487548828,106.6058120727539,133.0760955810547
2021-01-27,113351.78125,88.83999633789062,79.53446960449219,28.70966911315918,90.71234130859375,67.76616668701172,105.98529815673828,114.8307113647461,270.65521240234375,223.89508056640625,12.882240295410156,77.34418487548828,106.57244110107422,133.41441345214844
2021-01-28,113356.4140625,87.5199966430664,79.54315185546875,28.78414535522461,90.90398406982422,67.96881866455078,105.70955657958984,114.64498138427734,263.5541687011719,229.69190979003906,13.015125274658203,77.3351821899414,106.78080749511719,132.67694091796875
2021-01-29,113407.359375,85.63999938964844,79.54315185546875,28.70966911315918,90.89600372314453,67.78956604003906,105.52281188964844,114.46772766113281,256.9205017089844,222.99142456054688,12.954044342041016,77.36205291748047,106.67244720458984,131.8787078857422
2021-02-01,113064.640625,87.66000366210938,79.54315185546875,28.52521324157715,91.34608459472656,68.0070571899414,105.65450286865234,114.69356536865234,260.5804443359375,230.3841094970703,13.200616836547852,77.37104797363281,106.4390869140625,132.03163146972656
2021-02-02,113499.984375,88.86000061035156,79.53446960449219,28.506576538085938,91.34608459472656,68.17134094238281,105.38748168945312,114.38907623291016,265.6227111816406,230.24951171875,13.519484519958496,77.34414672851562,106.59745788574219,131.18032836914062
2021-02-03,113453.671875,87.88999938964844,79.53446960449219,28.460002899169922,91.11384582519531,68.22611999511719,105.12939453125,114.1183853149414,265.1950988769531,233.6045684814453,13.493308067321777,77.35311889648438,106.53911590576172,130.01634216308594
2021-02-04,113282.3125,87.83999633789062,79.54315185546875,28.376163482666016,91.37815856933594,68.36689758300781,105.09378814697266,114.31295013427734,265.0360107421875,232.65281677246094,13.626689910888672,77.35311889648438,106.46409606933594,129.6689453125
2021-02-05,113245.265625,87.9000015258789,79.54315185546875,28.422740936279297,91.48226928710938,68.4686050415039,104.87128448486328,114.00846099853516,266.63720703125,232.8354949951172,13.553638458251953,77.37104797363281,106.4390869140625,128.5831756591797
2021-02-08,112972.0078125,91.47000122070312,79.54315185546875,28.534536361694336,91.48226928710938,68.67201232910156,104.91582489013672,114.49898529052734,265.1255187988281,233.09503173828125,14.399062156677246,77.3620376586914,106.53911590576172,129.14779663085938
2021-02-09,113129.4765625,90.91000366210938,79.54315185546875,28.59973907470703,91.15390014648438,68.54685974121094,104.99591064453125,114.32140350341797,267.9798889160156,234.3448028564453,14.224044799804688,77.34414672851562,106.59745788574219,129.24331665039062
2021-02-10,112944.2265625,92.3499984741211,79.53446960449219,28.590429306030273,91.33811950683594,68.53119659423828,105.2629165649414,114.59204864501953,270.3866271972656,233.4315185546875,14.723665237426758,77.35311889648438,106.68914031982422,130.10325622558594
2021-02-11,,92.66000366210938,79.54315185546875,28.68358039855957,91.39418029785156,68.56250762939453,105.18281555175781,114.28754425048828,268.9147033691406,235.03697204589844,15.208829879760742,77.35311889648438,106.56412506103516,129.39097595214844
2021-02-12,,93.7699966430664,79.53446960449219,28.55316925048828,90.88958740234375,68.67201232910156,104.83573150634766,113.9154281616211,269.0241394042969,235.51763916015625,14.920125007629395,77.3620376586914,106.38910675048828,127.78398132324219
2021-02-15,112657.078125,,,,,,,,,,,,,
2021-02-16,112819.1796875,91.45999908447266,79.54315185546875,28.320268630981445,89.77629089355469,68.56250762939453,104.07919311523438,113.11188507080078,272.4751892089844,234.27749633789062,15.288111686706543,77.33518981933594,105.87237548828125,125.83831024169922
2021-02-17,112796.0234375,89.94000244140625,79.54315185546875,28.245744705200195,90.27288818359375,68.53905487060547,104.15038299560547,113.67855834960938,272.0773620605469,235.2988739013672,14.865025520324707,77.35311889648438,105.83070373535156,126.63739013671875
2021-02-18,112865.5,88.63999938964844,79.53446960449219,28.31095314025879,90.17677307128906,68.44513702392578,104.1414794921875,113.45868682861328,267.920166015625,234.90380859375,14.788236618041992,77.35311889648438,105.3889389038086,126.12491607666016
2021-02-19,112661.71875,89.58000183105469,79.54315185546875,28.3016357421875,89.69619750976562,68.45295715332031,103.72317504882812,112.63819122314453,260.1328430175781,232.18661499023438,14.88547134399414,77.3620376586914,104.93889617919922,124.44845581054688
2021-02-22,112263.4140625,85.37000274658203,79.53446960449219,28.29231834411621,89.08748626708984,68.24176788330078,103.55406951904297,111.93617248535156,258.90960693359375,225.96206665039062,14.316288948059082,77.34414672851562,104.93055725097656,123.50161743164062
2021-02-23,112369.9375,84.73999786376953,79.53446960449219,28.29231834411621,89.19159698486328,68.40604400634766,103.63418579101562,112.020751953125,264.409423828125,224.76727294921875,14.103127479553223,77.35311889648438,104.95555877685547,123.14557647705078
2021-02-24,112865.5,86.94000244140625,79.52576446533203,28.2736873626709,89.32779693603516,68.47644805908203,103.49174499511719,112.1899185180664,262.8678894042969,226.00062561035156,14.459144592285156,77.33518981933594,104.87222290039062,122.33769989013672
2021-02-25,112564.453125,82.41999816894531,79.53446960449219,27.956945419311523,87.73394012451172,67.82713317871094,102.11225891113281,110.41368865966797,253.30038452148438,220.6432647705078,13.27092170715332,77.21875,103.58872985839844,120.33985137939453
2021-02-26,111772.5,84.51000213623047,79.53446960449219,27.938316345214844,88.12638092041016,67.62370300292969,103.02896881103516,111.87698364257812,256.21441650390625,223.90966796875,13.676800727844238,77.3172836303711,104.87222290039062,124.31816864013672
2021-03-01,,86.38999938964844,79.52576446533203,28.031530380249023,88.6173095703125,68.38291931152344,102.91320037841797,111.9863052368164,263.4646301269531,228.30348205566406,13.803703308105469,77.31012725830078,104.52217102050781,122.6762466430664
2021-03-02,111855.8515625,84.12999725341797,79.52576446533203,28.115432739257812,88.56107330322266,68.28084564208984,103.10021209716797,111.85917663574219,257.5868835449219,225.3453826904297,13.369397163391113,77.32801055908203,104.94723510742188,122.68490600585938
2021-03-03,111911.4453125,80.86000061035156,79.53446960449219,27.891704559326172,88.03076934814453,68.06101989746094,102.54804992675781,111.02857208251953,254.01646423339844,219.26539611816406,12.769553184509277,77.28323364257812,104.6805419921875,121.35429382324219
2021-03-04,111753.9765625,77.75,79.53446960449219,27.695938110351562,87.27547454833984,67.80194091796875,102.04044342041016,110.1217041015625,256.2342834472656,218.46563720703125,12.336248397827148,77.28323364257812,104.2804946899414,120.57159423828125
2021-03-05,111735.4453125,78.5199966430664,79.53446960449219,27.602724075317383,87.25939178466797,68.00605010986328,101.89791870117188,109.97761535644531,262.8380432128906,223.15814208984375,12.427245140075684,77.28323364257812,104.38884735107422,120.80644226074219
