Date,148070.KS,BIL,BWX,EMB,GOOG,HYG,IEF,LQD,META,MSFT,NVDA,PLTR,SHY,TIP,TLT
2020-10-16,115397.0859375,79.54923248291016,27.846149444580078,88.58709716796875,78.11592864990234,65.15336608886719,107.63871002197266,113.54729461669922,264.47900390625,210.6156005859375,13.769465446472168,9.710000038146973,77.3047866821289,104.90039825439453,139.58743286132812
2020-10-19,115774.421875,79.54923248291016,27.883296966552734,88.07356262207031,76.208984375,64.92240142822266,107.46118927001953,113.32917785644531,259.9737548828125,205.3995819091797,13.456670761108398,9.569999694824219,77.3047866821289,104.65132141113281,139.05984497070312
2020-10-20,115633.484375,79.54055786132812,27.957603454589844,88.12095642089844,77.26773071289062,65.15336608886719,107.23042297363281,113.0942153930664,266.1001281738281,205.81185913085938,13.603971481323242,9.270000457763672,77.29585266113281,104.55998229980469,137.7364501953125
2020-10-21,115087.9453125,79.54055786132812,28.106212615966797,87.67063903808594,79.12403106689453,65.14566040039062,107.08837127685547,112.90967559814453,277.2091979980469,205.9556884765625,13.483589172363281,9.199999809265137,77.29585266113281,104.52677917480469,137.26080322265625
2020-10-22,115233.4296875,79.54923248291016,27.966896057128906,87.25983428955078,80.21755981445312,65.26112365722656,106.71549987792969,112.657958984375,276.6025085449219,206.04202270507812,13.32033920288086,9.680000305175781,77.26899719238281,104.3689956665039,135.83375549316406
2020-10-23,115351.625,79.54923248291016,28.059772491455078,87.67063903808594,81.49232482910156,65.33812713623047,106.86643981933594,112.94319152832031,283.2361755371094,207.32684326171875,13.54888916015625,9.489999771118164,77.2779541015625,104.49356842041016,136.66397094726562
2020-10-26,115469.8203125,79.54923248291016,27.985462188720703,87.35462951660156,78.98199462890625,64.76072692871094,107.1504898071289,113.17815399169922,275.5980529785156,201.43002319335938,13.101256370544434,9.949999809265137,77.28690338134766,104.57661437988281,137.9354705810547
2020-10-27,115306.1640625,79.54055786132812,28.08763885498047,87.87609100341797,79.66781616210938,64.79151153564453,107.3901596069336,113.63955688476562,281.7443542480469,204.46951293945312,13.355978965759277,10.949999809265137,77.28690338134766,104.7841567993164,138.8609161376953
2020-10-28,115274.34375,79.54055786132812,27.957603454589844,87.12550354003906,75.31560516357422,64.25262451171875,107.38130187988281,113.07743072509766,266.2095642089844,194.33473205566406,12.58857250213623,10.850000381469727,77.28690338134766,104.65132141113281,138.9906768798828
2020-10-29,115087.9453125,79.54923248291016,27.80899429321289,87.15711212158203,77.82939147949219,64.4373779296875,106.9285659790039,112.78382110595703,279.2977294921875,196.29071044921875,12.984363555908203,10.75,77.3047866821289,104.29427337646484,137.64137268066406
2020-10-30,114878.8203125,79.54923248291016,27.818288803100586,86.92012023925781,80.49962615966797,64.57595825195312,106.58231353759766,112.19649505615234,261.67437744140625,194.13340759277344,12.495854377746582,10.130000114440918,77.29585266113281,103.97879028320312,136.28346252441406
2020-11-02,114328.71875,79.54923248291016,27.70952033996582,87.0596694946289,80.74890899658203,64.72982788085938,106.76528930664062,112.63626861572266,259.9339599609375,193.9991912841797,12.542465209960938,10.539999961853027,77.29496002197266,104.36000061035156,137.30429077148438
2020-11-03,114319.6328125,79.54923248291016,27.858253479003906,87.76532745361328,81.94969940185547,65.28651428222656,106.52546691894531,112.74555206298828,263.8525085449219,197.93031311035156,12.979877471923828,10.5,77.27706146240234,104.27676391601562,136.50772094726562
2020-11-04,114656.046875,79.54055786132812,28.053451538085938,89.46210479736328,86.86207580566406,65.89730072021484,107.42266845703125,114.43545532226562,285.8120422363281,207.48020935058594,13.752267837524414,10.720000267028809,77.29496002197266,104.45157623291016,139.46890258789062
2020-11-05,115028.84375,79.54923248291016,28.313724517822266,89.80306243896484,87.56924438476562,66.12926483154297,107.40493774414062,114.8642807006836,293.0721740722656,214.0961151123047,14.116904258728027,11.880000114440918,77.27706146240234,104.5348129272461,139.71139526367188
2020-11-06,114751.5234375,79.54055786132812,28.378787994384766,89.4066162109375,87.4887924194336,65.89730072021484,107.04068756103516,114.50273132324219,291.80914306640625,214.5084228515625,14.517683029174805,13.829999923706055,77.28600311279297,104.06034088134766,138.02296447753906
2020-11-09,114656.046875,79.54923248291016,28.02556037902832,89.83480072021484,87.55087280273438,66.39989471435547,106.25010681152344,113.63675689697266,277.24896240234375,209.39788818359375,13.58926773071289,14.670000076293945,77.25914764404297,103.76066589355469,135.1223602294922
2020-11-10,114110.5078125,79.54055786132812,28.01626968383789,89.73960876464844,86.42804718017578,66.30707550048828,105.94807434082031,113.34247589111328,270.9435729980469,202.32176208496094,12.731136322021484,14.0,77.25022888183594,103.86056518554688,134.3430938720703
2020-11-11,113833.1796875,79.54055786132812,27.969789505004883,90.08056640625,87.03986358642578,66.2839126586914,106.11686706542969,113.55265045166016,274.9715270996094,207.63363647460938,13.377167701721191,15.960000038146973,77.2322998046875,104.04370880126953,134.82798767089844
2020-11-12,113928.65625,79.54055786132812,28.02556037902832,89.9061508178711,86.89733123779297,65.83544158935547,106.72090148925781,114.00665283203125,273.5790710449219,206.56935119628906,13.41579532623291,14.579999923706055,77.24127960205078,104.33505249023438,137.12246704101562
2020-11-13,114110.5078125,79.54923248291016,28.109220504760742,90.25502014160156,88.24710083007812,66.05966186523438,106.57879638671875,114.14116668701172,275.43896484375,207.59527587890625,13.256531715393066,15.800000190734863,77.24127960205078,104.32671356201172,136.94065856933594
2020-11-16,114124.1328125,79.54923248291016,28.239362716674805,90.45321655273438,88.46361541748047,66.43079376220703,106.49884796142578,114.51116180419922,277.43792724609375,208.28561401367188,13.474120140075684,15.930000305175781,77.25914764404297,104.18523406982422,136.611572265625
2020-11-17,114155.96875,79.54923248291016,28.341611862182617,90.29466247558594,87.90593719482422,66.45399475097656,106.77422332763672,114.88107299804688,273.49957275390625,205.62966918945312,13.381400108337402,17.850000381469727,77.25022888183594,104.36000061035156,137.50344848632812
2020-11-18,114401.4609375,79.54923248291016,28.313724517822266,90.21533966064453,86.74537658691406,66.33028411865234,106.73872375488281,115.12484741210938,270.486083984375,202.9187469482422,13.387883186340332,17.899999618530273,77.25022888183594,104.39332580566406,137.9017333984375
2020-11-19,114383.28125,79.54923248291016,28.332313537597656,90.42153930664062,87.5965576171875,66.55451965332031,106.85413360595703,115.76387023925781,271.4508361816406,204.20692443847656,13.3993501663208,18.979999542236328,77.26811218261719,104.50154113769531,138.61170959472656
2020-11-20,114365.0859375,79.54923248291016,28.38808250427246,90.48494720458984,86.51744079589844,66.43079376220703,107.04068756103516,115.66297912597656,268.2284851074219,202.25540161132812,13.047921180725098,18.149999618530273,77.27706146240234,104.73460388183594,139.84115600585938
2020-11-23,114615.1328125,79.54923248291016,28.295135498046875,90.41360473632812,86.1534194946289,66.53131866455078,106.82749938964844,115.80591583251953,266.96539306640625,201.9862518310547,13.100008964538574,21.040000915527344,77.27706146240234,104.6513671875,139.20054626464844
2020-11-24,114392.375,79.54923248291016,28.378787994384766,90.54046630859375,87.84288024902344,66.73237609863281,106.65872955322266,115.54524230957031,275.4090881347656,205.5912628173828,12.918316841125488,23.81999969482422,77.28600311279297,104.68464660644531,137.81512451171875
2020-11-25,114165.0625,79.54055786132812,28.462451934814453,90.46910095214844,87.9695053100586,66.701416015625,106.69422912597656,115.61254119873047,274.08636474609375,205.600830078125,13.194475173950195,29.049999237060547,77.29496002197266,104.85945129394531,137.3909149169922
2020-11-26,113946.8359375,,,,,,,,,,,,,,
2020-11-27,114019.5859375,79.54923248291016,28.50892448425293,90.7624740600586,89.05010986328125,66.80966186523438,107.01406860351562,116.02448272705078,276.2942199707031,206.90829467773438,13.220891952514648,27.65999984741211,77.29496002197266,105.11751556396484,138.7242431640625
2020-11-30,113905.921875,79.54055786132812,28.38808250427246,90.58805847167969,87.43863677978516,66.74005889892578,106.94300079345703,116.42805480957031,275.45880126953125,205.79312133789062,13.36071491241455,27.110000610351562,77.3128433227539,105.23405456542969,138.55111694335938
2020-12-01,114019.5859375,79.53446960449219,28.446685791015625,90.81555938720703,89.29393005371094,66.91160583496094,106.37409210205078,115.98661041259766,284.9865417480469,207.8503875732422,13.349250793457031,25.670000076293945,77.27079010009766,104.99486541748047,136.5082550048828
2020-12-02,113764.984375,79.54315948486328,28.511804580688477,90.86331176757812,90.77629852294922,67.0978775024414,106.19635009765625,115.59907531738281,285.9512023925781,207.04287719726562,13.503278732299805,22.510000228881836,77.28868103027344,105.06989288330078,135.4248809814453
2020-12-03,113746.8125,79.54315948486328,28.772274017333984,91.24525451660156,90.71769714355469,67.1366958618164,106.48075103759766,116.05401611328125,280.3121643066406,205.95655822753906,13.359176635742188,24.030000686645508,77.30657196044922,105.36155700683594,136.5169677734375
2020-12-04,113928.65625,79.55183410644531,28.735069274902344,91.32478332519531,90.77828216552734,67.41616821289062,106.06295776367188,115.41372680664062,278.1739196777344,206.0718994140625,13.52098274230957,23.850000381469727,77.29762268066406,105.13655090332031,134.51480102539062
2020-12-07,114019.5859375,79.53446960449219,28.688560485839844,91.30889892578125,90.35567474365234,67.38511657714844,106.39188385009766,115.51482391357422,284.02178955078125,206.00465393066406,13.56934642791748,28.940000534057617,77.31549072265625,105.41155242919922,135.7281951904297
2020-12-08,114142.328125,79.53446960449219,28.762971878051758,91.15772247314453,90.30949401855469,67.33077239990234,106.49851989746094,115.38006591796875,281.8537292480469,207.65811157226562,13.31330680847168,28.59000015258789,77.29762268066406,105.5865249633789,136.3695831298828
2020-12-09,113928.65625,79.53446960449219,28.772274017333984,90.93495178222656,88.60018920898438,67.2298583984375,106.3474349975586,114.95883178710938,276.40362548828125,203.61090087890625,12.895204544067383,26.6299991607666,77.28868103027344,105.45321655273438,135.9188690185547
2020-12-10,114019.5859375,79.53446960449219,28.855993270874023,91.38846588134766,88.16317749023438,67.35405731201172,106.5874252319336,115.53169250488281,275.6080017089844,202.38038635253906,12.936593055725098,27.040000915527344,77.30657196044922,105.69486999511719,137.1236114501953
2020-12-11,114005.9375,79.54315948486328,28.87460708618164,91.43619537353516,88.48299407958984,67.28419494628906,106.80076599121094,115.6496353149414,272.05743408203125,205.0144500732422,12.977478981018066,27.200000762939453,77.35132598876953,105.68655395507812,137.6090087890625
2020-12-14,113960.4765625,79.53446960449219,28.846696853637695,91.43619537353516,87.40486145019531,67.2997055053711,106.73856353759766,115.56542205810547,272.6939697265625,205.91806030273438,13.272168159484863,27.239999771118164,77.3423843383789,105.68655395507812,137.2276153564453
2020-12-15,113919.5625,79.53446960449219,28.921106338500977,91.74652099609375,87.78773498535156,67.50932312011719,106.63185119628906,115.79286193847656,274.04656982421875,205.850830078125,13.323775291442871,26.43000030517578,77.3423843383789,105.878173828125,136.7682647705078
2020-12-16,113783.1796875,79.54315948486328,28.90250015258789,91.81016540527344,87.55087280273438,67.40840148925781,106.54300689697266,115.7001953125,274.1659240722656,210.80165100097656,13.206099510192871,25.920000076293945,77.3423843383789,105.86984252929688,136.4042510986328
2020-12-17,113296.7265625,79.54315948486328,29.088552474975586,92.10955047607422,86.8010025024414,67.50896453857422,106.46556854248047,115.86902618408203,272.982421875,210.93626403808594,13.304577827453613,27.229999542236328,77.3441390991211,105.93069458007812,136.0432891845703
2020-12-18,113583.140625,79.54315948486328,29.016876220703125,91.98978424072266,85.96222686767578,67.56350708007812,106.37667083740234,115.78461456298828,274.89190673828125,210.13833618164062,13.235519409179688,25.969999313354492,77.33521270751953,105.88069915771484,135.6355438232422
2020-12-21,113887.7421875,79.54315948486328,29.00756072998047,91.72628784179688,86.37740325927734,67.32189178466797,106.44783782958984,115.55671691894531,271.3016662597656,213.98370361328125,13.295601844787598,28.510000228881836,77.33521270751953,105.86399841308594,136.17352294921875
2020-12-22,114055.9453125,79.54315948486328,28.86793327331543,91.83809661865234,85.58930206298828,67.40762329101562,106.6257095336914,115.87748718261719,265.6327209472656,215.2815399169922,13.241751670837402,28.040000915527344,77.33521270751953,105.96401977539062,136.87620544433594
2020-12-23,114165.0625,79.53446960449219,28.849308013916016,91.97379302978516,86.03028106689453,67.71161651611328,106.40333557128906,115.9028091430664,266.64715576171875,212.47442626953125,12.973492622375488,28.690000534057617,77.35310363769531,106.01403045654297,135.93055725097656
2020-12-24,113837.734375,79.54315948486328,28.905160903930664,92.20537567138672,86.3515853881836,67.85192108154297,106.5545654296875,116.29956817626953,265.9410400390625,214.13751220703125,12.958033561706543,27.75,77.33521270751953,106.05570220947266,136.46844482421875
2020-12-28,113819.5390625,79.54315948486328,28.895862579345703,92.22929382324219,88.200927734375,67.9376449584961,106.56342315673828,116.37553405761719,275.4886474609375,216.2621307373047,12.864540100097656,25.6299991607666,77.3441390991211,106.13072967529297,136.52919006347656
2020-12-29,113722.28125,79.54315948486328,28.988941192626953,92.36504364013672,87.33831787109375,67.85192108154297,106.54566192626953,116.42615509033203,275.26983642578125,215.48338317871094,12.907670974731445,24.65999984741211,77.3441390991211,106.08071899414062,136.3556365966797
2020-12-30,113458.3046875,79.53446960449219,29.13789176940918,92.48479461669922,86.38485717773438,67.99224090576172,106.61680603027344,116.578125,270.3866271972656,213.10890197753906,13.109615325927734,25.100000381469727,77.35310363769531,106.16407775878906,136.650634765625
2020-12-31,,79.54315948486328,29.072729110717773,92.54066467285156,86.99864196777344,68.04679870605469,106.68795776367188,116.60343933105469,271.66961669921875,213.82025146484375,13.019115447998047,23.549999237060547,77.3441390991211,106.38909912109375,136.85015869140625
2021-01-04,113541.6640625,79.54315948486328,29.23099708557129,92.02969360351562,85.8246841430664,67.90648651123047,106.71465301513672,116.01248931884766,267.47265625,209.27316284179688,13.07745361328125,23.3700008392334,77.35310363769531,106.50576782226562,136.685302734375
2021-01-05,113828.8046875,79.53446960449219,29.277536392211914,92.09357452392578,86.45436096191406,67.92985534667969,106.46556854248047,115.64114379882812,269.4915466308594,209.4750213623047,13.367903709411621,24.600000381469727,77.35310363769531,106.47242736816406,135.67022705078125
2021-01-06,113439.7734375,79.54315948486328,29.26821517944336,91.4309310913086,86.17478942871094,67.80513763427734,105.84300231933594,114.7041015625,261.873291015625,204.0435333251953,12.579825401306152,23.540000915527344,77.30835723876953,106.15573120117188,132.88516235351562
2021-01-07,113384.203125,79.54315948486328,29.035493850708008,91.39898681640625,88.75513458251953,67.99999237060547,105.46942138671875,114.68717956542969,267.27374267578125,209.8499755859375,13.307317733764648,25.0,77.32626342773438,106.08903503417969,131.71385192871094
2021-01-08,113310.1015625,79.53446960449219,28.961013793945312,91.44686889648438,89.746337890625,68.10135650634766,105.16703796386719,114.60271453857422,266.110107421875,211.1284942626953,13.240255355834961,25.200000762939453,77.31729888916016,105.67233276367188,131.28871154785156
2021-01-11,113731.5546875,79.54315948486328,28.839990615844727,90.72833251953125,87.73560333251953,67.7349853515625,104.96247863769531,114.11314392089844,255.4386444091797,209.08090209960938,13.584057807922363,25.93000030517578,77.30835723876953,105.44731140136719,131.07183837890625
2021-01-12,113560.1875,79.53446960449219,28.905160903930664,90.29717254638672,86.73396301269531,67.82076263427734,104.94468688964844,114.35799407958984,249.7200164794922,206.61984252929688,13.447684288024902,26.18000030517578,77.30835723876953,105.58899688720703,130.9676971435547
2021-01-13,113541.6640625,79.53446960449219,28.942394256591797,90.72037506103516,87.12378692626953,68.02337646484375,105.30935668945312,115.24429321289062,250.26702880859375,207.97535705566406,13.494551658630371,25.5,77.29942321777344,105.82234954833984,132.4426727294922
2021-01-14,113439.7734375,79.54315948486328,28.961013793945312,90.45689392089844,86.4176254272461,68.00780487060547,105.06919860839844,114.74630737304688,244.2997589111328,204.78375244140625,13.163963317871094,24.920000076293945,77.30835723876953,105.87236785888672,131.20196533203125
2021-01-15,113560.1875,79.54315948486328,28.839990615844727,90.56068420410156,86.21947479248047,67.89869689941406,105.3537826538086,114.923583984375,249.98854064941406,204.4280242919922,12.824150085449219,25.639999389648438,77.31729888916016,105.98902893066406,131.72256469726562
2021-01-18,113731.5546875,,,,,,,,,,,,,,
2021-01-19,113675.9765625,79.54315948486328,28.812074661254883,90.68841552734375,88.93440246582031,68.09355163574219,105.41606903076172,115.12615966796875,259.6754150390625,208.071533203125,12.989447593688965,26.6200008392334,77.3441390991211,106.23908233642578,132.14767456054688
2021-01-20,113838.0703125,79.54315948486328,28.905160903930664,90.79217529296875,93.70376586914062,68.21827697753906,105.46052551269531,115.0924072265625,266.02056884765625,215.6660614013672,13.329010009765625,26.34000015258789,77.33521270751953,106.3974380493164,132.27783203125
2021-01-21,113847.3359375,79.54315948486328,28.895862579345703,90.85607147216797,93.91978454589844,68.17931365966797,105.30935668945312,114.63653564453125,271.38116455078125,216.27166748046875,13.829380989074707,25.979999542236328,77.3441390991211,106.65580749511719,131.34951782226562
2021-01-22,113398.0859375,79.53446960449219,28.812074661254883,90.8960189819336,94.40645599365234,68.04679870605469,105.46942138671875,114.55216217041016,273.0022277832031,217.2137908935547,13.674806594848633,32.58000183105469,77.3441390991211,106.48912048339844,131.7745819091797
2021-01-25,113277.6796875,79.54315948486328,28.82137680053711,91.25527954101562,94.32452392578125,68.0623779296875,105.8963623046875,115.041748046875,276.4931335449219,220.65541076660156,13.615721702575684,36.22999954223633,77.35310363769531,106.7641372680664,133.32765197753906
2021-01-26,113370.3125,79.53446960449219,28.877235412597656,91.13552856445312,95.21044921875,67.9610595703125,105.86080169677734,115.03331756591797,280.5110778808594,223.3470916748047,13.398319244384766,35.369998931884766,77.3441390991211,106.60578918457031,133.07603454589844
2021-01-27,113351.78125,79.53446960449219,28.709674835205078,90.71236419677734,90.91732788085938,67.76618194580078,105.9853286743164,114.8307113647461,270.65521240234375,223.89508056640625,12.882241249084473,39.0,77.3441390991211,106.57243347167969,133.41444396972656
2021-01-28,113356.40625,79.54315948486328,28.784143447875977,90.90396881103516,92.52234649658203,67.96884155273438,105.70957946777344,114.6449966430664,263.5541076660156,229.6919708251953,13.01512622833252,35.65999984741211,77.33521270751953,106.78081512451172,132.67698669433594
2021-01-29,113407.359375,79.54315948486328,28.709674835205078,90.8960189819336,91.16314697265625,67.78956604003906,105.52279663085938,114.46770477294922,256.9205017089844,222.99139404296875,12.954042434692383,35.18000030517578,77.362060546875,106.67247009277344,131.8787078857422
2021-02-01,113064.6328125,79.54315948486328,28.52521514892578,91.34610748291016,94.42134857177734,68.00706481933594,105.65448760986328,114.69354248046875,260.5804443359375,230.3840789794922,13.200616836547852,33.959999084472656,77.37104034423828,106.43910217285156,132.03158569335938
2021-02-02,113499.984375,79.53446960449219,28.506582260131836,91.34610748291016,95.720458984375,68.17133331298828,105.38752746582031,114.38906860351562,265.6227722167969,230.2494659423828,13.519485473632812,31.020000457763672,77.34413146972656,106.59745788574219,131.18032836914062
2021-02-03,113453.6640625,79.53446960449219,28.459999084472656,91.11383056640625,102.80001831054688,68.22607421875,105.12940216064453,114.1183853149414,265.1950988769531,233.6045379638672,13.493308067321777,31.760000228881836,77.35310363769531,106.53914642333984,130.01632690429688
2021-02-04,113282.3046875,79.54315948486328,28.37615966796875,91.3781509399414,102.41763305664062,68.36691284179688,105.09379577636719,114.31294250488281,265.03594970703125,232.65286254882812,13.626690864562988,32.04999923706055,77.35310363769531,106.46410369873047,129.66885375976562
2021-02-05,113245.2578125,79.54315948486328,28.422740936279297,91.48230743408203,104.18701934814453,68.4686279296875,104.87130737304688,114.0084228515625,266.6372375488281,232.8354949951172,13.55363941192627,34.04999923706055,77.37104034423828,106.43910217285156,128.5831298828125
2021-02-08,112972.015625,79.54315948486328,28.534526824951172,91.48230743408203,103.93424224853516,68.6719970703125,104.91580963134766,114.4990463256836,265.1254577636719,233.09506225585938,14.399062156677246,36.04999923706055,77.362060546875,106.53914642333984,129.1477508544922
2021-02-09,113129.4765625,79.54315948486328,28.59973907470703,91.15389251708984,103.46743774414062,68.54685974121094,104.99589538574219,114.32140350341797,267.9798583984375,234.3447723388672,14.224045753479004,38.16999816894531,77.34413146972656,106.59745788574219,129.24331665039062
2021-02-10,112944.2265625,79.53446960449219,28.59043312072754,91.33811950683594,104.05691528320312,68.53121185302734,105.26292419433594,114.59207153320312,270.3866271972656,233.4315185546875,14.72366714477539,35.70000076293945,77.35310363769531,106.68911743164062,130.103271484375
2021-02-11,,79.54315948486328,28.6835880279541,91.39417266845703,104.08224487304688,68.56251525878906,105.18278503417969,114.28756713867188,268.9147644042969,235.03695678710938,15.208828926086426,33.11000061035156,77.35310363769531,106.56411743164062,129.39093017578125
2021-02-12,,79.53446960449219,28.55316734313965,90.88957214355469,104.49044036865234,68.6719970703125,104.83570098876953,113.9153823852539,269.0241394042969,235.51763916015625,14.920125007629395,31.90999984741211,77.362060546875,106.38909912109375,127.78398895263672
2021-02-15,112657.078125,,,,,,,,,,,,,,
2021-02-16,112819.171875,79.54315948486328,28.320266723632812,89.77631378173828,105.37389373779297,68.56251525878906,104.07918548583984,113.11183166503906,272.4751892089844,234.2775115966797,15.288108825683594,27.84000015258789,77.3351821899414,105.87236785888672,125.83826446533203
2021-02-17,112796.0234375,79.54315948486328,28.24574089050293,90.27288818359375,105.69223022460938,68.53903198242188,104.15042114257812,113.67855834960938,272.0773620605469,235.2988739013672,14.86502742767334,27.079999923706055,77.35310363769531,105.83068084716797,126.63742065429688
2021-02-18,112865.5,79.53446960449219,28.310941696166992,90.17675018310547,105.1405029296875,68.44514465332031,104.14149475097656,113.45863342285156,267.9201965332031,234.90380859375,14.788237571716309,25.170000076293945,77.35310363769531,105.38895416259766,126.12494659423828
2021-02-19,112661.7109375,79.54315948486328,28.301637649536133,89.6961898803711,104.34294891357422,68.45296478271484,103.72319030761719,112.63819885253906,260.13287353515625,232.18658447265625,14.885470390319824,29.0,77.362060546875,104.93888854980469,124.44849395751953
2021-02-22,112263.421875,79.53446960449219,28.292320251464844,89.08751678466797,102.54228210449219,68.24176025390625,103.55409240722656,111.9361801147461,258.9095458984375,225.96209716796875,14.316287994384766,28.0,77.34413146972656,104.93054962158203,123.50166320800781
2021-02-23,112369.9453125,79.53446960449219,28.292320251464844,89.19159698486328,102.83924865722656,68.40603637695312,103.63416290283203,112.02073669433594,264.409423828125,224.7672576904297,14.103126525878906,26.75,77.35310363769531,104.95558166503906,123.1455307006836
2021-02-24,112865.5,79.52579498291016,28.273685455322266,89.32775115966797,104.04647064208984,68.47645568847656,103.49178314208984,112.18992614746094,262.8678894042969,226.0006103515625,14.459146499633789,26.389999389648438,77.3351821899414,104.87223815917969,122.33769226074219
