Date,148070.KS,AMD,BIL,BWX,EMB,HYG,IEF,LQD,META,MSFT,SHY,TIP,TLT
2020-10-21,115087.9453125,79.19999694824219,79.5405502319336,28.106216430664062,87.6706314086914,65.14566802978516,107.08834838867188,112.9096450805664,277.2092590332031,205.9556884765625,77.29586029052734,104.52678680419922,137.26084899902344
2020-10-22,115233.4296875,79.41999816894531,79.54924774169922,27.96689224243164,87.25981140136719,65.26112365722656,106.71548461914062,112.65794372558594,276.6025695800781,206.0419921875,77.26901245117188,104.36898803710938,135.83375549316406
2020-10-23,115351.6171875,81.95999908447266,79.54924774169922,28.059772491455078,87.6706314086914,65.33811950683594,106.86646270751953,112.9432601928711,283.2361755371094,207.32679748535156,77.27796936035156,104.49356079101562,136.6640167236328
2020-10-26,115469.828125,82.2300033569336,79.54924774169922,27.9854679107666,87.3546371459961,64.76073455810547,107.15048217773438,113.17813873291016,275.5980529785156,201.43002319335938,77.28690338134766,104.57659149169922,137.9354248046875
2020-10-27,115306.1640625,78.87999725341797,79.5405502319336,28.087636947631836,87.87605285644531,64.79154205322266,107.39017486572266,113.63954162597656,281.7443542480469,204.46951293945312,77.28690338134766,104.78417205810547,138.86087036132812
2020-10-28,115274.3359375,76.4000015258789,79.5405502319336,27.957603454589844,87.12549591064453,64.25263214111328,107.38130187988281,113.07743072509766,266.2095642089844,194.33473205566406,77.28690338134766,104.65132141113281,138.99061584472656
2020-10-29,115087.9453125,78.0199966430664,79.54924774169922,27.80899429321289,87.15713500976562,64.43738555908203,106.92855834960938,112.7838134765625,279.2977294921875,196.2907257080078,77.3047866821289,104.29428100585938,137.64137268066406
2020-10-30,114878.8203125,75.29000091552734,79.54924774169922,27.81827735900879,86.92012786865234,64.57596588134766,106.58234405517578,112.1965560913086,261.6744079589844,194.13336181640625,77.29586029052734,103.9787826538086,136.28347778320312
2020-11-02,114328.71875,74.69999694824219,79.54924774169922,27.709522247314453,87.05967712402344,64.7298355102539,106.76534271240234,112.63627624511719,259.9339599609375,193.9991455078125,77.29496765136719,104.36002349853516,137.3043670654297
2020-11-03,114319.6328125,76.58000183105469,79.54924774169922,27.858245849609375,87.76532745361328,65.28650665283203,106.52548217773438,112.7455825805664,263.85247802734375,197.93031311035156,77.27705383300781,104.27678680419922,136.50770568847656
2020-11-04,114656.0546875,81.3499984741211,79.5405502319336,28.053449630737305,89.46212005615234,65.89733123779297,107.42265319824219,114.43546295166016,285.8120422363281,207.48020935058594,77.29496765136719,104.45162963867188,139.46888732910156
2020-11-05,115028.8359375,83.0,79.54924774169922,28.313722610473633,89.80307006835938,66.12926483154297,107.4049072265625,114.8642578125,293.0721435546875,214.0961151123047,77.27705383300781,104.53485107421875,139.71128845214844
2020-11-06,114751.515625,85.87999725341797,79.5405502319336,28.378787994384766,89.40660858154297,65.89733123779297,107.04069519042969,114.50273132324219,291.80914306640625,214.5084228515625,77.28599548339844,104.06035614013672,138.0229949951172
2020-11-09,114656.0546875,83.12000274658203,79.54924774169922,28.02556610107422,89.83479309082031,66.39986419677734,106.25011444091797,113.63672637939453,277.2489318847656,209.3978729248047,77.25914764404297,103.76068878173828,135.12242126464844
2020-11-10,114110.5,77.98999786376953,79.5405502319336,28.016271591186523,89.73963928222656,66.3071060180664,105.9480972290039,113.34249114990234,270.94354248046875,202.32177734375,77.2502212524414,103.86054992675781,134.34307861328125
2020-11-11,113833.1796875,81.27999877929688,79.5405502319336,27.96980094909668,90.08061218261719,66.2839126586914,106.11687469482422,113.55268096923828,274.9715270996094,207.63363647460938,77.23230743408203,104.0436782836914,134.82797241210938
2020-11-12,113928.65625,81.83999633789062,79.5405502319336,28.02556610107422,89.9061508178711,65.83548736572266,106.72093963623047,114.00666809082031,273.5791015625,206.56935119628906,77.24127197265625,104.33503723144531,137.1224365234375
2020-11-13,114110.5,81.43000030517578,79.54924774169922,28.109224319458008,90.2550048828125,66.05967712402344,106.57878875732422,114.14120483398438,275.4389343261719,207.59530639648438,77.24127197265625,104.32672882080078,136.9405975341797
2020-11-16,114124.140625,83.7300033569336,79.54924774169922,28.239355087280273,90.4532699584961,66.43082427978516,106.49883270263672,114.51119232177734,277.4379577636719,208.28564453125,77.25914764404297,104.18521118164062,136.61166381835938
2020-11-17,114155.96875,83.36000061035156,79.54924774169922,28.34160614013672,90.2946548461914,66.4539794921875,106.77420806884766,114.88106536865234,273.4996032714844,205.6296844482422,77.2502212524414,104.36002349853516,137.50343322753906
2020-11-18,114401.46875,82.54000091552734,79.54924774169922,28.313722610473633,90.21537017822266,66.33029174804688,106.7386703491211,115.1249008178711,270.486083984375,202.918701171875,77.2502212524414,104.3933334350586,137.90176391601562
2020-11-19,114383.28125,85.54000091552734,79.54924774169922,28.332319259643555,90.42153930664062,66.55451202392578,106.85415649414062,115.76385498046875,271.4508056640625,204.2069091796875,77.26810455322266,104.50151824951172,138.61170959472656
2020-11-20,114365.1015625,84.63999938964844,79.54924774169922,28.388084411621094,90.4849624633789,66.43082427978516,107.04069519042969,115.66293334960938,268.2284851074219,202.25540161132812,77.27705383300781,104.73463439941406,139.84120178222656
2020-11-23,114615.140625,85.30999755859375,79.54924774169922,28.295137405395508,90.41360473632812,66.53131866455078,106.82750701904297,115.805908203125,266.9654235839844,201.98623657226562,77.27705383300781,104.65135955810547,139.20046997070312
2020-11-24,114392.3671875,85.06999969482422,79.54924774169922,28.378787994384766,90.54046630859375,66.73235321044922,106.6587142944336,115.5452651977539,275.4090881347656,205.5912628173828,77.28599548339844,104.68464660644531,137.81509399414062
2020-11-25,114165.0546875,86.70999908447266,79.5405502319336,28.46245574951172,90.46910095214844,66.701416015625,106.6942367553711,115.61256408691406,274.0863342285156,205.60084533691406,77.29496765136719,104.85945129394531,137.390869140625
2020-11-26,113946.8359375,,,,,,,,,,,,
2020-11-27,114019.578125,87.19000244140625,79.54924774169922,28.508922576904297,90.76245880126953,66.80965423583984,107.0140380859375,116.0245132446289,276.29425048828125,206.90829467773438,77.29496765136719,105.11751556396484,138.72422790527344
2020-11-30,113905.921875,92.66000366210938,79.5405502319336,28.388084411621094,90.58804321289062,66.74004364013672,106.94298553466797,116.42803955078125,275.4588317871094,205.79312133789062,77.31283569335938,105.23406219482422,138.55108642578125
2020-12-01,114019.578125,92.62999725341797,79.53446960449219,28.44669532775879,90.8155746459961,66.91163635253906,106.37409973144531,115.98658752441406,284.98651123046875,207.85040283203125,77.2707748413086,104.99488830566406,136.50831604003906
2020-12-02,113765.0,93.73999786376953,79.54315948486328,28.51181411743164,90.86333465576172,67.097900390625,106.19635009765625,115.59909057617188,285.9512634277344,207.0428924560547,77.28865814208984,105.06989288330078,135.42486572265625
2020-12-03,113746.8125,92.30999755859375,79.54315948486328,28.772274017333984,91.24523162841797,67.13671112060547,106.48075103759766,116.05403900146484,280.3121643066406,205.95655822753906,77.30656433105469,105.3615493774414,136.51695251464844
2020-12-04,113928.65625,94.04000091552734,79.5518569946289,28.735057830810547,91.3248062133789,67.41617584228516,106.06299591064453,115.4137954711914,278.17388916015625,206.07191467285156,77.29761505126953,105.13655853271484,134.51480102539062
2020-12-07,114019.578125,94.06999969482422,79.53446960449219,28.688552856445312,91.30889892578125,67.38510131835938,106.39189147949219,115.51485443115234,284.0218200683594,206.00460815429688,77.3155288696289,105.41154479980469,135.7281951904297
2020-12-08,114142.328125,92.91999816894531,79.53446960449219,28.762977600097656,91.15770721435547,67.33078002929688,106.49853515625,115.38009643554688,281.85369873046875,207.65811157226562,77.29761505126953,105.58651733398438,136.3695831298828
2020-12-09,113928.65625,89.83000183105469,79.53446960449219,28.772274017333984,90.93496704101562,67.2298812866211,106.34742736816406,114.9588394165039,276.4036560058594,203.6109161376953,77.28865814208984,105.45320129394531,135.91891479492188
2020-12-10,114019.578125,91.66000366210938,79.53446960449219,28.855989456176758,91.38849639892578,67.35406494140625,106.58740997314453,115.53167724609375,275.60797119140625,202.38038635253906,77.30656433105469,105.69487762451172,137.12362670898438
2020-12-11,114005.9375,91.6500015258789,79.54315948486328,28.874601364135742,91.43618774414062,67.28423309326172,106.80076599121094,115.64965057373047,272.0574645996094,205.0144500732422,77.35133361816406,105.68653106689453,137.60891723632812
2020-12-14,113960.4765625,94.77999877929688,79.53446960449219,28.846694946289062,91.43618774414062,67.29972839355469,106.7385482788086,115.56542205810547,272.6939697265625,205.91812133789062,77.34237670898438,105.68653106689453,137.2276611328125
2020-12-15,113919.5625,97.12000274658203,79.53446960449219,28.921117782592773,91.74649047851562,67.50934600830078,106.63188171386719,115.7928466796875,274.04656982421875,205.85081481933594,77.34237670898438,105.878173828125,136.76832580566406
2020-12-16,113783.171875,96.8499984741211,79.54315948486328,28.90250587463379,91.8101577758789,67.40840148925781,106.5429916381836,115.70020294189453,274.1659240722656,210.8016815185547,77.34237670898438,105.86985778808594,136.4042205810547
2020-12-17,113296.71875,96.83999633789062,79.54315948486328,29.08855628967285,92.1095199584961,67.50894927978516,106.46558380126953,115.86901092529297,272.982421875,210.93626403808594,77.34417724609375,105.93070983886719,136.04331970214844
2020-12-18,113583.140625,95.91999816894531,79.54315948486328,29.016874313354492,91.98979187011719,67.56352996826172,106.376708984375,115.78461456298828,274.8918762207031,210.1383514404297,77.33521270751953,105.88069915771484,135.6355438232422
2020-12-21,113887.734375,93.2300033569336,79.54315948486328,29.007564544677734,91.72631072998047,67.32191467285156,106.44781494140625,115.55669403076172,271.3016357421875,213.9836883544922,77.33521270751953,105.864013671875,136.1734161376953
2020-12-22,114055.953125,93.16000366210938,79.54315948486328,28.86792755126953,91.83808135986328,67.40763854980469,106.62571716308594,115.87751007080078,265.6327209472656,215.281494140625,77.33521270751953,105.96405029296875,136.876220703125
2020-12-23,114165.0546875,91.55000305175781,79.53446960449219,28.849302291870117,91.97383117675781,67.71161651611328,106.4033432006836,115.9028091430664,266.6471252441406,212.47442626953125,77.3531494140625,106.01403045654297,135.9304962158203
2020-12-24,113837.7265625,91.80999755859375,79.54315948486328,28.905155181884766,92.20533752441406,67.85192108154297,106.55455017089844,116.29953002929688,265.9410095214844,214.1375274658203,77.33521270751953,106.05572509765625,136.46844482421875
2020-12-28,113819.5390625,91.5999984741211,79.54315948486328,28.895858764648438,92.22926330566406,67.93766784667969,106.56344604492188,116.37552642822266,275.4886474609375,216.2620849609375,77.34417724609375,106.13070678710938,136.52914428710938
2020-12-29,113722.2890625,90.62000274658203,79.54315948486328,28.98895263671875,92.3650131225586,67.85192108154297,106.54566955566406,116.42615509033203,275.26983642578125,215.4833984375,77.34417724609375,106.08071899414062,136.35568237304688
2020-12-30,113458.296875,92.29000091552734,79.53446960449219,29.137893676757812,92.48477935791016,67.99221801757812,106.61680603027344,116.5781021118164,270.3865966796875,213.10887145996094,77.3531494140625,106.1640625,136.6507110595703
2020-12-31,,91.70999908447266,79.54315948486328,29.072725296020508,92.54067993164062,68.04676818847656,106.68795776367188,116.60343933105469,271.66961669921875,213.82028198242188,77.34417724609375,106.38909149169922,136.85018920898438
2021-01-04,113541.6640625,92.30000305175781,79.54315948486328,29.230985641479492,92.02971649169922,67.90647888183594,106.71461486816406,116.01251983642578,267.47259521484375,209.27316284179688,77.3531494140625,106.50576782226562,136.68531799316406
2021-01-05,113828.8125,92.7699966430664,79.53446960449219,29.27753257751465,92.09357452392578,67.92988586425781,106.46558380126953,115.64110565185547,269.4915771484375,209.47503662109375,77.3531494140625,106.47245025634766,135.67025756835938
2021-01-06,113439.78125,90.33000183105469,79.54315948486328,29.268230438232422,91.43092346191406,67.80516052246094,105.8429946899414,114.70407104492188,261.87335205078125,204.04348754882812,77.30836486816406,106.15572357177734,132.8851776123047
2021-01-07,113384.203125,95.16000366210938,79.54315948486328,29.03548812866211,91.39898681640625,68.00000762939453,105.46945190429688,114.68720245361328,267.2737121582031,209.8499298095703,77.32626342773438,106.08906555175781,131.71385192871094
2021-01-08,113310.1015625,94.58000183105469,79.53446960449219,28.961023330688477,91.44686889648438,68.10135650634766,105.16703796386719,114.60279083251953,266.110107421875,211.12850952148438,77.31729125976562,105.67230987548828,131.2887420654297
2021-01-11,113731.5546875,97.25,79.54315948486328,28.839998245239258,90.72834777832031,67.73500061035156,104.96247100830078,114.1131820678711,255.43865966796875,209.08091735839844,77.30836486816406,105.44732666015625,131.07186889648438
2021-01-12,113560.1875,95.36000061035156,79.53446960449219,28.905155181884766,90.29719543457031,67.82076263427734,104.94465637207031,114.35796356201172,249.7200164794922,206.619873046875,77.30836486816406,105.5889892578125,130.96775817871094
2021-01-13,113541.6640625,91.77999877929688,79.53446960449219,28.94240379333496,90.72035217285156,68.02339935302734,105.309326171875,115.2443618774414,250.2670135498047,207.9752960205078,77.29940795898438,105.82234191894531,132.442626953125
2021-01-14,113439.78125,90.79000091552734,79.54315948486328,28.961023330688477,90.45689392089844,68.00779724121094,105.0691909790039,114.74629974365234,244.2997589111328,204.78372192382812,77.30836486816406,105.87234497070312,131.2019500732422
2021-01-15,113560.1875,88.20999908447266,79.54315948486328,28.839998245239258,90.5606918334961,67.898681640625,105.35379791259766,114.9235610961914,249.98855590820312,204.42807006835938,77.31729125976562,105.98902893066406,131.7226104736328
2021-01-18,113731.5546875,,,,,,,,,,,,
2021-01-19,113675.9765625,89.44999694824219,79.54315948486328,28.812068939208984,90.68843078613281,68.09353637695312,105.41608428955078,115.12616729736328,259.6754455566406,208.07151794433594,77.34417724609375,106.23906707763672,132.1476593017578
2021-01-20,113838.0703125,88.75,79.54315948486328,28.905155181884766,90.79222106933594,68.21826934814453,105.46055603027344,115.09237670898438,266.0206298828125,215.66604614257812,77.33521270751953,106.39743041992188,132.27783203125
2021-01-21,113847.3359375,91.52999877929688,79.54315948486328,28.895858764648438,90.85607147216797,68.17927551269531,105.309326171875,114.63652038574219,271.38116455078125,216.27169799804688,77.34417724609375,106.65579223632812,131.34947204589844
2021-01-22,113398.09375,92.79000091552734,79.53446960449219,28.812068939208984,90.8959732055664,68.04676818847656,105.46945190429688,114.5521240234375,273.00225830078125,217.2137908935547,77.34417724609375,106.4891128540039,131.77459716796875
2021-01-25,113277.6796875,94.12999725341797,79.54315948486328,28.821380615234375,91.25530242919922,68.0623779296875,105.89636993408203,115.04178619384766,276.4931335449219,220.6553955078125,77.3531494140625,106.76416015625,133.32769775390625
2021-01-26,113370.3046875,94.70999908447266,79.53446960449219,28.87723731994629,91.13553619384766,67.96107482910156,105.86078643798828,115.03333282470703,280.5110778808594,223.34710693359375,77.34417724609375,106.60578155517578,133.07601928710938
2021-01-27,113351.78125,88.83999633789062,79.53446960449219,28.70966911315918,90.71237182617188,67.76615905761719,105.98532104492188,114.83073425292969,270.65521240234375,223.8950653076172,77.34417724609375,106.57245635986328,133.4144287109375
2021-01-28,113356.4140625,87.5199966430664,79.54315948486328,28.784143447875977,90.90396118164062,67.9688491821289,105.70956420898438,114.64498138427734,263.55413818359375,229.69190979003906,77.33521270751953,106.78081512451172,132.6769561767578
2021-01-29,113407.359375,85.63999938964844,79.54315948486328,28.70966911315918,90.8959732055664,67.7895736694336,105.52276611328125,114.46772003173828,256.9205017089844,222.991455078125,77.36209106445312,106.67244720458984,131.8787384033203
2021-02-01,113064.640625,87.66000366210938,79.54315948486328,28.525218963623047,91.34610748291016,68.00704956054688,105.65450286865234,114.69354248046875,260.5804443359375,230.3841094970703,77.37100982666016,106.43911743164062,132.0315704345703
2021-02-02,113499.984375,88.86000061035156,79.53446960449219,28.50658416748047,91.34610748291016,68.17133331298828,105.38753509521484,114.38908386230469,265.62274169921875,230.24948120117188,77.34417724609375,106.59746551513672,131.1803436279297
2021-02-03,113453.671875,87.88999938964844,79.53446960449219,28.460004806518555,91.11384582519531,68.2260971069336,105.12940979003906,114.1183853149414,265.19512939453125,233.6045684814453,77.3531494140625,106.53912353515625,130.0164031982422
2021-02-04,113282.3125,87.83999633789062,79.54315948486328,28.37616729736328,91.37815856933594,68.36692810058594,105.09380340576172,114.31289672851562,265.0360107421875,232.65280151367188,77.3531494140625,106.46407318115234,129.66893005371094
2021-02-05,113245.265625,87.9000015258789,79.54315948486328,28.4227352142334,91.48225402832031,68.46861267089844,104.87127685546875,114.00846862792969,266.6371765136719,232.83546447753906,77.37100982666016,106.43911743164062,128.58314514160156
2021-02-08,112972.0078125,91.47000122070312,79.54315948486328,28.534530639648438,91.48225402832031,68.67204284667969,104.91580200195312,114.49903106689453,265.1255187988281,233.09503173828125,77.36209106445312,106.53912353515625,129.147705078125
2021-02-09,113129.484375,90.91000366210938,79.54315948486328,28.599746704101562,91.15388488769531,68.54685974121094,104.99588775634766,114.3213882446289,267.9798278808594,234.3448028564453,77.34417724609375,106.59746551513672,129.24331665039062
2021-02-10,112944.2265625,92.3499984741211,79.53446960449219,28.59042739868164,91.33808898925781,68.53121948242188,105.262939453125,114.59205627441406,270.3865966796875,233.43154907226562,77.3531494140625,106.68912506103516,130.10330200195312
2021-02-11,,92.66000366210938,79.54315948486328,28.683589935302734,91.3941650390625,68.56253051757812,105.18279266357422,114.28755950927734,268.91473388671875,235.0369415283203,77.3531494140625,106.5641098022461,129.39093017578125
2021-02-12,,93.7699966430664,79.53446960449219,28.553165435791016,90.88961029052734,68.67204284667969,104.83570861816406,113.91539001464844,269.02410888671875,235.5176239013672,77.36209106445312,106.38909149169922,127.78396606445312
2021-02-15,112657.078125,,,,,,,,,,,,
2021-02-16,112819.1796875,91.45999908447266,79.54315948486328,28.320261001586914,89.77628326416016,68.56253051757812,104.07914733886719,113.11186218261719,272.4752197265625,234.27748107910156,77.33519744873047,105.87234497070312,125.83824920654297
2021-02-17,112796.0234375,89.94000244140625,79.54315948486328,28.245738983154297,90.27287292480469,68.53904724121094,104.15038299560547,113.6785659790039,272.0773620605469,235.29885864257812,77.3531494140625,105.83069610595703,126.63740539550781
2021-02-18,112865.4921875,88.63999938964844,79.53446960449219,28.310943603515625,90.17675018310547,68.44513702392578,104.14147186279297,113.45862579345703,267.9201354980469,234.9037628173828,77.3531494140625,105.38896179199219,126.12491607666016
2021-02-19,112661.71875,89.58000183105469,79.54315948486328,28.301626205444336,89.69620513916016,68.45296478271484,103.72318267822266,112.63821411132812,260.1329040527344,232.1865692138672,77.36209106445312,104.93889617919922,124.44847869873047
2021-02-22,112263.4140625,85.37000274658203,79.53446960449219,28.292316436767578,89.08747863769531,68.24172973632812,103.5540771484375,111.9361801147461,258.90960693359375,225.96205139160156,77.34417724609375,104.93055725097656,123.50163269042969
2021-02-23,112369.9375,84.73999786376953,79.53446960449219,28.292316436767578,89.19163513183594,68.40605163574219,103.6341781616211,112.02074432373047,264.409423828125,224.7672882080078,77.3531494140625,104.95555877685547,123.1455078125
2021-02-24,112865.4921875,86.94000244140625,79.52579498291016,28.273683547973633,89.32776641845703,68.4764633178711,103.49176025390625,112.18991088867188,262.8678894042969,226.00062561035156,77.33519744873047,104.87220764160156,122.33770751953125
2021-02-25,112564.453125,82.41999816894531,79.53446960449219,27.95694923400879,87.73393249511719,67.8271255493164,102.11226654052734,110.41368865966797,253.3003692626953,220.64328002929688,77.21874237060547,103.58869171142578,120.33985900878906
2021-02-26,111772.5,84.51000213623047,79.53446960449219,27.93831443786621,88.12641143798828,67.62371826171875,103.02897644042969,111.87698364257812,256.2143859863281,223.9097442626953,77.31726837158203,104.87220764160156,124.31816864013672
2021-03-01,,86.38999938964844,79.52579498291016,28.031539916992188,88.61731719970703,68.38289642333984,102.91320037841797,111.98629760742188,263.4646301269531,228.30349731445312,77.31011199951172,104.52220153808594,122.67623901367188
2021-03-02,111855.859375,84.12999725341797,79.52579498291016,28.115427017211914,88.5610580444336,68.28087615966797,103.1002197265625,111.85916900634766,257.5868835449219,225.3453826904297,77.3280258178711,104.94721984863281,122.68489837646484
2021-03-03,111911.4375,80.86000061035156,79.53446960449219,27.891704559326172,88.03076934814453,68.0610122680664,102.54804992675781,111.028564453125,254.0164337158203,219.265380859375,77.28323364257812,104.68053436279297,121.3543472290039
2021-03-04,111753.9765625,77.75,79.53446960449219,27.695941925048828,87.27546691894531,67.80193328857422,102.04045104980469,110.1216812133789,256.23431396484375,218.46566772460938,77.28323364257812,104.28048706054688,120.57157897949219
2021-03-05,111735.4453125,78.5199966430664,79.53446960449219,27.60272216796875,87.25942993164062,68.00606536865234,101.89795684814453,109.97763061523438,262.83807373046875,223.15814208984375,77.28323364257812,104.38883972167969,120.8064193725586
2021-03-08,111522.4140625,73.95999908447266,79.52579498291016,27.38831329345703,85.74884033203125,67.51143646240234,101.49717712402344,108.95208740234375,253.9169921875,219.10159301757812,77.25635528564453,103.81375885009766,119.86717224121094
2021-03-09,111309.3671875,78.52999877929688,79.52579498291016,27.574750900268555,86.76124572753906,67.60563659667969,101.97811126708984,109.77420806884766,264.29010009765625,225.25865173339844,77.25635528564453,104.46383666992188,121.52825164794922
2021-03-10,111337.1484375,77.5199966430664,79.52579498291016,27.67729949951172,87.60488891601562,67.8176498413086,102.19181060791016,110.29119873046875,263.4546813964844,223.9482421875,77.28323364257812,104.93889617919922,121.77173614501953
2021-03-11,111540.9375,81.2300033569336,79.53446960449219,27.817134857177734,88.25575256347656,68.0688705444336,102.15618896484375,110.3589859008789,272.38568115234375,228.486572265625,77.28323364257812,105.03059387207031,120.89347076416016
2021-03-12,110836.96875,81.05000305175781,79.52579498291016,27.64000701904297,87.14692687988281,67.88043212890625,101.41703796386719,109.08772277832031,266.935546875,227.15687561035156,77.2742919921875,104.2054443359375,118.32786560058594
2021-03-15,110559.09375,82.5,79.52579498291016,27.630678176879883,87.71739959716797,67.88829803466797,101.541748046875,109.4605941772461,272.25640869140625,226.2511444091797,77.28323364257812,104.51386260986328,119.02361297607422
2021-03-16,111110.21875,82.75,79.52579498291016,27.621366500854492,88.02272033691406,67.7313003540039,101.52391052246094,109.38434600830078,277.7562561035156,229.0454559326172,77.28323364257812,104.73054504394531,118.54527282714844
2021-03-17,110762.8671875,82.62999725341797,79.53446960449219,27.695941925048828,88.76197052001953,67.82547760009766,101.35469818115234,109.48602294921875,282.46038818359375,228.3998565673828,77.3011703491211,104.63886260986328,117.65821075439453
2021-03-18,110475.71875,78.12000274658203,79.52579498291016,27.50017738342285,87.55668640136719,67.30731964111328,100.72240447998047,108.85884094238281,277.09979248046875,222.31019592285156,77.29222106933594,103.89710235595703,116.4667739868164
