Date,AMD,META,MSFT,NVDA,PLTR
2022-09-16,76.51000213623047,145.4918212890625,238.799560546875,13.18216323852539,7.78000020980835
2022-09-19,76.7699966430664,147.21240234375,238.58486938476562,13.365943908691406,7.860000133514404
2022-09-20,75.25,145.29290771484375,236.56512451171875,13.160189628601074,7.619999885559082
2022-09-21,74.4800033569336,141.34457397460938,233.1501007080078,13.245086669921875,7.690000057220459
2022-09-22,69.5,142.04075622558594,235.1308135986328,12.545926094055176,7.369999885559082
2022-09-23,67.95999908447266,139.64393615722656,232.1450958251953,12.50097942352295,7.400000095367432
2022-09-26,66.30000305175781,135.6259307861328,231.68650817871094,12.213326454162598,7.53000020980835
2022-09-27,67.16999816894531,133.6667022705078,230.67173767089844,12.398104667663574,7.630000114440918
2022-09-28,68.36000061035156,140.8373565673828,235.21864318847656,12.720718383789062,7.940000057220459
2022-09-29,64.13999938964844,135.6657257080078,231.73526000976562,12.205337524414062,8.079999923706055
2022-09-30,63.36000061035156,134.93971252441406,227.24691772460938,12.124432563781738,8.130000114440918
2022-10-03,66.11000061035156,137.8537139892578,234.89663696289062,12.496986389160156,8.239999771118164
2022-10-04,67.9000015258789,139.51461791992188,242.8390655517578,13.15119743347168,8.460000038146973
2022-10-05,67.94000244140625,138.22169494628906,243.15127563476562,13.193148612976074,8.420000076293945
2022-10-06,67.8499984741211,138.31121826171875,240.79977416992188,13.11424446105957,8.470000267028809
2022-10-07,58.439998626708984,132.7218780517578,228.55442810058594,12.06151008605957,8.149999618530273
2022-10-10,57.810001373291016,133.0600128173828,223.68551635742188,11.655996322631836,8.0600004196167
2022-10-11,57.630001068115234,127.83866119384766,219.93873596191406,11.572097778320312,8.039999961853027
2022-10-12,57.849998474121094,126.80435180664062,220.27047729492188,11.486200332641602,8.069999694824219
2022-10-13,58.939998626708984,129.57911682128906,228.55442810058594,11.945648193359375,8.079999923706055
2022-10-14,55.939998626708984,126.0683822631836,223.01226806640625,11.213528633117676,7.53000020980835
2022-10-17,57.959999084472656,133.30865478515625,231.76455688476562,11.873734474182129,7.940000057220459
2022-10-18,57.91999816894531,132.075439453125,232.71099853515625,11.95263957977295,8.15999984741211
2022-10-19,57.22999954223633,132.50308227539062,230.7400360107422,12.036538124084473,7.909999847412109
2022-10-20,57.77000045776367,130.81236267089844,230.41807556152344,12.179367065429688,8.039999961853027
2022-10-21,58.81999969482422,129.30064392089844,236.2431182861328,12.451041221618652,8.289999961853027
2022-10-24,58.70000076293945,129.01222229003906,241.2486114501953,12.583881378173828,8.270000457763672
2022-10-25,61.470001220703125,136.7597198486328,244.5758819580078,13.245086669921875,8.65999984741211
2022-10-26,59.72999954223633,129.1116943359375,225.70530700683594,12.880523681640625,8.569999694824219
2022-10-27,58.599998474121094,97.40563201904297,221.24623107910156,13.160189628601074,8.600000381469727
2022-10-28,62.0099983215332,98.65874481201172,230.1448211669922,13.817399978637695,8.640000343322754
2022-10-31,60.060001373291016,92.6517105102539,226.49559020996094,13.480803489685059,8.789999961853027
2022-11-01,59.65999984741211,94.68057250976562,222.6317596435547,13.526748657226562,8.649999618530273
2022-11-02,58.630001068115234,90.04600524902344,214.7576141357422,13.203137397766113,8.220000267028809
2022-11-03,60.11000061035156,88.42488861083984,209.04962158203125,13.404894828796387,8.079999923706055
2022-11-04,62.189998626708984,90.29463195800781,216.01632690429688,14.139012336730957,7.929999828338623
2022-11-07,63.08000183105469,96.1922836303711,222.3390350341797,14.283838272094727,7.019999980926514
2022-11-08,63.849998474121094,95.94363403320312,223.31475830078125,14.584478378295898,7.210000038146973
2022-11-09,59.91999816894531,100.91636657714844,219.06056213378906,13.759469032287598,6.980000019073486
2022-11-10,68.47000122070312,111.2596206665039,237.08226013183594,15.731101036071777,7.639999866485596
2022-11-11,72.37000274658203,112.40335083007812,241.1119842529297,16.307405471801758,8.40999984741211
2022-11-14,73.52999877929688,113.59679412841797,235.68698120117188,16.275447845458984,8.100000381469727
2022-11-15,76.37000274658203,116.44119262695312,236.09678649902344,16.645999908447266,8.34000015258789
2022-11-16,72.69999694824219,112.6122055053711,236.52728271484375,15.890908241271973,8.0600004196167
2022-11-17,73.9000015258789,110.84190368652344,236.47836303710938,15.658188819885254,7.619999885559082
